instancia, numero_vertices, numero_aresta, classe, algoritimo, parametro, interacao, tempo_execucao(ms), melhor_solucao,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,106, 36374.308000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,107, 36673.454000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,108, 37035.855000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,109, 37387.344000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,110, 37834.216000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,111, 38196.139000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,112, 38598.958000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,113, 39011.321000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,114, 39463.894000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,115, 39982.292000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,116, 40340.229000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,117, 40794.064000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,118, 41106.487000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,119, 41510.316000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,120, 41945.155000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,121, 42360.452000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,122, 42732.319000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,123, 43150.277000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,124, 43497.301000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,125, 44007.597000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,126, 44450.390000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,127, 44822.592000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,128, 45260.425000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,129, 45577.625000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,130, 45938.303000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,131, 46273.666000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,132, 46622.553000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,133, 46932.405000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,134, 47292.539000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,135, 47674.191000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,136, 48032.977000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,137, 48339.946000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,138, 48693.571000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,139, 49026.029000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,140, 49332.969000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,141, 49668.123000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,142, 50043.971000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,143, 50538.501000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,144, 50961.911000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,145, 51336.836000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,146, 51743.903000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,147, 52061.446000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,148, 52420.201000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,149, 52924.487000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,150, 53380.298000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,151, 53750.282000,2390,,,,,,
e03.stp-A.red,813,2828, Guloso, gulosoRandomizado, 0.250000,152, 54156.293000,2390,,,,,,
